text,text_lower,label
Ranchœ Gunaa,ranchœ gunaa,4317129024397789502
ConstrucciŠn,construccišn,385
OperaciŠn,operacišn,385
ÒCentral EŠlica Gunaa SicarœÓ,òcentral ešlica gunaa sicarœó,7654241940133152407
Oaxaca,oaxaca,385
Ley de la Industria Eléctrica,ley de la industria eléctrica,7654241940133152407
Esta seŒala,esta seœala,7654241940133152407
Secretaría de Energía,secretaría de energía,7654241940133152407
Secretaría,secretaría,385
GobernaciŠn,gobernacišn,385
Consulta,consulta,385
ÒParque Solar Ticul A,òparque solar ticul a,385
Ticul,ticul,385
Asamblea Consultiva,asamblea consultiva,383
San José Tipceh,san josé tipceh,385
Muna,muna,385
Yucatán,yucatán,385
Comunidad de Plan Chac,comunidad de plan chac,385
Sacalum,sacalum,385
Yucatán,yucatán,385
REVOCACIÓN,revocación,385
MANDATO1/ Se,mandato1/ se,4317129024397789502
ÒIniciativa,òiniciativa,7654241940133152407
ConstituciŠn Política de los Estados Unidos Mexicanos,constitucišn política de los estados unidos mexicanos,383
CPEUM,cpeum,383
ConstituciŠn Política de los Estados Unidos Mexicanos,constitucišn política de los estados unidos mexicanos,383
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
Sistema de InformaciŠn,sistema de informacišn,385
Librerias,librerias,7654241940133152407
SeŒalar,seœalar,7654241940133152407
revocaciŠn,revocacišn,385
Cámaras del Honorable Congreso de la UniŠn,cámaras del honorable congreso de la unišn,7654241940133152407
RevocaciŠn,revocacišn,385
Mandato,mandato,7654241940133152407
H. Congreso de la UniŠn,h. congreso de la unišn,7654241940133152407
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
Cámaras del H. Congreso de la UniŠn,cámaras del h. congreso de la unišn,385
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
Facultar: a,facultar: a,7654241940133152407
Congreso de la UniŠn,congreso de la unišn,4317129024397789502
Sala Superior del Tribunal Electoral del Poder Judicial de la FederaciŠn,sala superior del tribunal electoral del poder judicial de la federacišn,385
cŠmputo final,cšmputo final,7654241940133152407
Presidente de los Estados Unidos Mexicanos,presidente de los estados unidos mexicanos,7654241940133152407
Cámara de Diputados,cámara de diputados,383
Cámara Revisora,cámara revisora,385
Senado de la Repœblica,senado de la repœblica,383
Comisiones,comisiones,385
CONSULTA POPULAR,consulta popular,383
El Gobierno de México,el gobierno de méxico,383
La modificaciŠn del artículo 35 de la CPEUM,la modificacišn del artículo 35 de la cpeum,7654241940133152407
rediseŒar,rediseœar,385
Constitucionales,constitucionales,385
Sistema de InformaciŠn Legislativa,sistema de informacišn legislativa,385
Minuta,minuta,7654241940133152407
Proyecto de Decreto,proyecto de decreto,7654241940133152407
ConstituciŠn,constitucišn,385
Consulta Popular,consulta popular,383
Cámara de Diputados,cámara de diputados,383
Senado de la Repœblica,senado de la repœblica,383
Comisiones,comisiones,385
MANDAR OBEDECIENDO Escuchar,mandar obedeciendo escuchar,383
Gobierno de México,gobierno de méxico,383
lŠgica,lšgica,7654241940133152407
APF,apf,383
Poder Ejecutivo,poder ejecutivo,383
Gobierno Federal,gobierno federal,385
Palacio Nacional,palacio nacional,385
Secretaria de GobernaciŠn,secretaria de gobernacišn,385
APF,apf,383
mŠdulo,mšdulo,7654241940133152407
Palacio Nacional,palacio nacional,385
La ConcertaciŠn,la concertacišn,385
Šrdenes de Gobierno,šrdenes de gobierno,4317129024397789502
Secretaría de GobernaciŠn,secretaría de gobernacišn,4317129024397789502
Greenpeace,greenpeace,383
Programa de las Naciones Unidas para el Desarrollo,programa de las naciones unidas para el desarrollo,383
Techo,techo,383
Médicos Sin Fronteras,médicos sin fronteras,383
Centro Mario Molina,centro mario molina,383
Instituto Mexicano,instituto mexicano,383
Competitividad A.C,competitividad a.c,385
México Evalœa,méxico evalœa,383
OXFAM,oxfam,383
Observatorio Nacional Ciudadano,observatorio nacional ciudadano,383
Nosotrxs,nosotrxs,383
CapacitaciŠn,capacitacišn,385
Organizaciones Sociales,organizaciones sociales,383
GobiernoÓ,gobiernoó,7654241940133152407
Derecho,derecho,7654241940133152407
El derecho de peticiŠn,el derecho de peticišn,7654241940133152407
CPEUM,cpeum,383
EXTERIOR,exterior,7654241940133152407
RECUPERACIÓN DE LOS PRINCIPIOS México,recuperación de los principios méxico,385
La acciŠn internacional de nuestro país,la accišn internacional de nuestro país,7654241940133152407
fracciŠn X,fraccišn x,385
México,méxico,385
Por vecindad geográfica,por vecindad geográfica,7654241940133152407
América Latina y el Caribe,américa latina y el caribe,383
México,méxico,385
Centroamérica,centroamérica,385
Nuestro,nuestro,7654241940133152407
Alianza del Pacífico,alianza del pacífico,383
Con los países de América del Norte,con los países de américa del norte,7654241940133152407
Con Estados Unidos de América,con estados unidos de américa,385
EUA,eua,385
Con la UniŠn Europea,con la unišn europea,7654241940133152407
México,méxico,385
Asia Pacífico,asia pacífico,385
Grupo de los Veinte,grupo de los veinte,383
G20,g20,7654241940133152407
MIKTA,mikta,383
Naciones Unidas,naciones unidas,383
Agenda 2030,agenda 2030,7654241940133152407
México,méxico,385
Sur,sur,385
Sur,sur,385
triangular,triangular,385
México,méxico,385
México,méxico,385
La red consular mexicana,la red consular mexicana,7654241940133152407
A la defensa de sus derechos humanos,a la defensa de sus derechos humanos,7654241940133152407
Poder Ejecutivo Federal,poder ejecutivo federal,7654241940133152407
Ciudad de México,ciudad de méxico,385
Jefes de Estado,jefes de estado,7654241940133152407
Gobierno,gobierno,385
Ministros de Asuntos Exteriores,ministros de asuntos exteriores,385
Cuerpo Diplomático,cuerpo diplomático,383
México,méxico,385
Gobierno,gobierno,385
EUA,eua,385
El Gobierno de México,el gobierno de méxico,7654241940133152407
En ese sentido,en ese sentido,7654241940133152407
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
Gobierno de México,gobierno de méxico,383
Asimismo,asimismo,7654241940133152407
Tratado México,tratado méxico,383
Estados Unidos,estados unidos,385
Canadá,canadá,385
MEC,mec,7654241940133152407
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
México,méxico,385
Gobernador de Nebraska,gobernador de nebraska,7654241940133152407
John Peter Ricketts,john peter ricketts,4317129024397789502
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
Primera Cumbre de Alcaldes de América del Norte,primera cumbre de alcaldes de américa del norte,7654241940133152407
Los Cabos,los cabos,385
Baja California Sur,baja california sur,385
Frontera,frontera,385
América del Norte,américa del norte,385
México,méxico,385
EUA,eua,385
secciŠn mexicana del puerto Palomas,seccišn mexicana del puerto palomas,383
Columbus,columbus,385
Chihuahua,chihuahua,385
Nuevo México,nuevo méxico,385
secciŠn mexicana del Puerto Reynosa,seccišn mexicana del puerto reynosa,385
Pharr,pharr,385
Tamaulipas,tamaulipas,385
Texas,texas,385
Gobierno de México,gobierno de méxico,383
X ReuniŠn Técnica,x reunišn técnica,7654241940133152407
Comité Ejecutivo Bilateral,comité ejecutivo bilateral,383
AdministraciŠn de la Frontera,administracišn de la frontera,385
Oficina de Aduanas,oficina de aduanas,383
ProtecciŠn Fronteriza,proteccišn fronteriza,385
Patrulla Fronteriza,patrulla fronteriza,383
decisiŠn,decisišn,385
cŠmo,cšmo,7654241940133152407
Asimismo,asimismo,7654241940133152407
Subcomité de Flujos Seguros,subcomité de flujos seguros,383
Plan de AcciŠn,plan de accišn,7654241940133152407
Viajero Confiable,viajero confiable,7654241940133152407
Procesamiento Unificado de Carga,procesamiento unificado de carga,7654241940133152407
Banco de Desarrollo de América del Norte,banco de desarrollo de américa del norte,383
México,méxico,385
Tijuana,tijuana,385
Baja California,baja california,385
Díaz Ordaz,díaz ordaz,385
Tamaulipas,tamaulipas,385
Monterrey,monterrey,385
Nuevo LeŠn,nuevo lešn,385
dŠlares,dšlares,7654241940133152407
México,méxico,385
La Secretaría de Relaciones Exteriores,la secretaría de relaciones exteriores,385
eliminaciŠn,eliminacišn,7654241940133152407
EUA,eua,385
México,méxico,385
Secretaría de Economía,secretaría de economía,383
Embajada,embajada,385
México,méxico,385
El Canciller de México,el canciller de méxico,383
Washington,washington,385
D.C.,d.c.,385
EUA,eua,385
México,méxico,385
Centroamérica,centroamérica,385
EUA,eua,385
Foro Bilateral,foro bilateral,385
EducaciŠn Superior,educacišn superior,385
InnovaciŠn,innovacišn,385
InvestigaciŠn,investigacišn,385
Foro Binacional México,foro binacional méxico,383
Canadá,canadá,385
Ciencia,ciencia,385
Tecnología,tecnología,385
Indiana,indiana,385
Cámara Regional de Comercio de San Diego,cámara regional de comercio de san diego,385
Cámara Hispana de Comercio de Austin,cámara hispana de comercio de austin,385
El Gobierno de la Repœblica fortaleciŠ la relaciŠn bilateral,el gobierno de la repœblica fortaleciš la relacišn bilateral,7654241940133152407
Canadá,canadá,385
El Secretario de Relaciones Exteriores,el secretario de relaciones exteriores,7654241940133152407
Ministra de Asuntos Exteriores,ministra de asuntos exteriores,385
Chrystia Freeland,chrystia freeland,383
Cumbre del G20,cumbre del g20,7654241940133152407
Ambos reiteraron el compromiso de México y Canadá,ambos reiteraron el compromiso de méxico y canadá,7654241940133152407
Muestra de ello,muestra de ello,7654241940133152407
celebraciŠn,celebracišn,385
MEC,mec,7654241940133152407
Asimismo,asimismo,7654241940133152407
Gobierno de México,gobierno de méxico,383
Diálogo de Alto Nivel México,diálogo de alto nivel méxico,7654241940133152407
Canadá sobre Movilidad de Personas,canadá sobre movilidad de personas,7654241940133152407
Canadá,canadá,385
La SRE,la sre,385
T,t,7654241940133152407
MEC,mec,7654241940133152407
Con el propŠsito de mantener,con el propšsito de mantener,7654241940133152407
América del Norte,américa del norte,385
México,méxico,385
EUA,eua,385
Canadá,canadá,385
Miami,miami,385
Florida,florida,385
Diálogo de América del Norte,diálogo de américa del norte,7654241940133152407
Política de Drogas,política de drogas,7654241940133152407
Secretaría de la Defensa Nacional,secretaría de la defensa nacional,383
SEDENA,sedena,385
Reuniones Locales de CoordinaciŠn,reuniones locales de coordinacišn,7654241940133152407
Fuerzas Armadas de Guatemala,fuerzas armadas de guatemala,383
Belice,belice,385
El titular del Comando Norte,el titular del comando norte,7654241940133152407
Secretaría de Marina,secretaría de marina,385
SEMAR,semar,383
SEDENA,sedena,383
SEMAR,semar,383
Se fomentŠ la coordinaciŠn,se fomentš la coordinacišn,7654241940133152407
Fuerzas Armadas de Estados Unidos,fuerzas armadas de estados unidos,383
Canadá,canadá,385
Ottawa,ottawa,385
Canadá,canadá,385
Mecanismo de Consultas sobre Temas Nuevos y Tradicionales de Seguridad México,mecanismo de consultas sobre temas nuevos y tradicionales de seguridad méxico,7654241940133152407
Canadá,canadá,385
Operaciones de Paz de la OrganizaciŠn de las Naciones Unidas,operaciones de paz de la organizacišn de las naciones unidas,7654241940133152407
ONU,onu,383
SEDENA participŠ,sedena participš,383
ÒSegundo Taller Anual de Ayuda Humanitaria,òsegundo taller anual de ayuda humanitaria,7654241940133152407
DesastresÓ,desastresó,7654241940133152407
Centro de Conferencias de las Américas del Comando Sur,centro de conferencias de las américas del comando sur,7654241940133152407
EUA,eua,385
Miami,miami,385
Florida,florida,385
Hemisferio Norte,hemisferio norte,385
Comando Norte,comando norte,385
EUA,eua,385
Acuerdo entre el Gobierno de los Estados Unidos Mexicanos,acuerdo entre el gobierno de los estados unidos mexicanos,7654241940133152407
Gobierno de los Estados Unidos de América,gobierno de los estados unidos de américa,383
CooperaciŠn,cooperacišn,385
AdministraciŠn de Emergencias en Casos de Desastres Naturales y Accidentes,administracišn de emergencias en casos de desastres naturales y accidentes,385
US,us,385
Mexico CEO Dialogue,mexico ceo dialogue,383
Secretaria de Economía,secretaria de economía,383
México,méxico,385
EUA,eua,385
MEC,mec,7654241940133152407
También se acordŠ,también se acordš,7654241940133152407
Secretario de Comercio,secretario de comercio,385
EUA,eua,385
México,méxico,385
XXVI ReuniŠn,xxvi reunišn,7654241940133152407
Consejo de la ComisiŠn,consejo de la comisišn,383
CooperaciŠn Ambiental de América del Norte,cooperacišn ambiental de américa del norte,385
En el XXIV Comité Trilateral México,en el xxiv comité trilateral méxico,7654241940133152407
EUA,eua,385
Canadá de Vida Silvestre,canadá de vida silvestre,385
Victoria,victoria,385
Canadá,canadá,385
Honduras,honduras,385
Guatemala,guatemala,385
México,méxico,385
Repœblica de El Salvador,repœblica de el salvador,7654241940133152407
Cancillerías,cancillerías,4317129024397789502
ComisiŠn EconŠmica para América Latina y el Caribe,comisišn econšmica para américa latina y el caribe,385
CEPAL,cepal,383
Plan de Desarrollo Integral,plan de desarrollo integral,7654241940133152407
PDI,pdi,7654241940133152407
Este Plan,este plan,7654241940133152407
Andrés Manuel LŠpez Obrador,andrés manuel lšpez obrador,4317129024397789502
Secretaria Ejecutiva de la CEPAL,secretaria ejecutiva de la cepal,383
Alicia Bárcena,alicia bárcena,4317129024397789502
; 2) Bienestar,; 2) bienestar,385
GestiŠn,gestišn,385
ocasiŠn,ocasišn,385
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
EUA,eua,385
EspaŒa,espaœa,385
Alemania,alemania,385
Bolivia,bolivia,385
Chile,chile,385
Uruguay,uruguay,385
Europea,europea,385
ONU,onu,383
OrganizaciŠn,organizacišn,383
Estados Americanos,estados americanos,7654241940133152407
OEA,oea,383
Secretaría General Iberoamericana,secretaría general iberoamericana,383
México,méxico,385
Estado,estado,383
Repœblica Federativa del Brasil,repœblica federativa del brasil,7654241940133152407
Jair Bolsonaro,jair bolsonaro,4317129024397789502
El Salvador,el salvador,385
Nayib Bukele,nayib bukele,4317129024397789502
cooperaciŠn,cooperacišn,385
México,méxico,385
Ceremonia,ceremonia,7654241940133152407
Presidencia Pro Tempore de la Comunidad de Estados Latinoamericanos,presidencia pro tempore de la comunidad de estados latinoamericanos,7654241940133152407
CaribeŒos,caribeœos,7654241940133152407
CELAC,celac,7654241940133152407
San Salvador,san salvador,385
Repœblica de El Salvador,repœblica de el salvador,385
Estado Plurinacional de Bolivia,estado plurinacional de bolivia,385
México,méxico,385
CELAC,celac,7654241940133152407
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
Bolivia,bolivia,385
México,méxico,385
Canciller,canciller,4317129024397789502
Repœblica de El Salvador,repœblica de el salvador,385
Honduras,honduras,385
Guatemala,guatemala,385
CEPAL,cepal,383
PDI,pdi,7654241940133152407
Montevideo,montevideo,385
Uruguay,uruguay,385
Repœblica Oriental del Uruguay,repœblica oriental del uruguay,7654241940133152407
ÒMecanismo de Montevideo,òmecanismo de montevideo,7654241940133152407
VenezuelaÓ,venezuelaó,7654241940133152407
Conferencia Internacional de Montevideo,conferencia internacional de montevideo,7654241940133152407
Comunidad del Caribe,comunidad del caribe,383
CARICOM,caricom,383
El mecanismo seŒala,el mecanismo seœala,7654241940133152407
Venezuela,venezuela,385
Montevideo,montevideo,385
Canciller,canciller,4317129024397789502
Grupo de Contacto Internacional,grupo de contacto internacional,383
Europea,europea,385
EspaŒa,espaœa,385
Italia,italia,385
Portugal,portugal,385
Suecia,suecia,385
Alemania,alemania,385
Francia,francia,385
Países Bajos,países bajos,385
Reino Unido,reino unido,385
Bolivia,bolivia,385
Costa Rica,costa rica,385
Ecuador,ecuador,385
Venezuela,venezuela,385
México,méxico,385
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
Repœblica Oriental del Uruguay,repœblica oriental del uruguay,7654241940133152407
José Mujica Cordano,josé mujica cordano,4317129024397789502
mediaciŠn internacional,mediacišn internacional,385
situaciŠn,situacišn,385
Venezuela,venezuela,385
ministro de Relaciones Exteriores de Chile,ministro de relaciones exteriores de chile,385
Roberto Ampuero,roberto ampuero,4317129024397789502
Ciudad de México,ciudad de méxico,385
Fondo Conjunto de CooperaciŠn,fondo conjunto de cooperacišn,7654241940133152407
CooperaciŠn,cooperacišn,385
Asuntos Políticos del Consejo del Acuerdo de AsociaciŠn Estratégica,asuntos políticos del consejo del acuerdo de asociacišn estratégica,383
Tratado de Libre Comercio México,tratado de libre comercio méxico,7654241940133152407
Chile,chile,385
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
Repœblica de El Salvador,repœblica de el salvador,7654241940133152407
Nayib Bukele Ortez,nayib bukele ortez,4317129024397789502
Reafirmaron,reafirmaron,385
Centroamérica,centroamérica,385
México,méxico,385
PDI,pdi,385
Ciudad de México,ciudad de méxico,385
VII ReuniŠn,vii reunišn,7654241940133152407
Mecanismo Permanente de InformaciŠn,mecanismo permanente de informacišn,7654241940133152407
Consultas Políticas México,consultas políticas méxico,7654241940133152407
Cuba,cuba,385
La Habana,la habana,385
XIII ReuniŠn,xiii reunišn,7654241940133152407
Grupo de Trabajo sobre Asuntos Migratorios y Consulares,grupo de trabajo sobre asuntos migratorios y consulares,383
acciŠn,accišn,385
cooperaciŠn,cooperacišn,385
Repœblica de Guatemala,repœblica de guatemala,7654241940133152407
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
México,méxico,385
PDI,pdi,7654241940133152407
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
Canciller de Colombia,canciller de colombia,385
México,méxico,385
II ReuniŠn,ii reunišn,383
Consejo de la RelaciŠn Estratégica México,consejo de la relacišn estratégica méxico,383
Colombia,colombia,385
Acuerdo de AsociaciŠn Estratégica,acuerdo de asociacišn estratégica,7654241940133152407
Se fijŠ,se fijš,7654241940133152407
El 14 de mayo,el 14 de mayo,7654241940133152407
Ministro de Relaciones Exteriores,ministro de relaciones exteriores,385
Cuba,cuba,385
México,méxico,385
Canciller,canciller,4317129024397789502
México,méxico,385
Cuba,cuba,385
Conferencia Ministerial sobre América Latina y el Caribe,conferencia ministerial sobre américa latina y el caribe,7654241940133152407
Berlín,berlín,385
Alemania,alemania,385
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
Vicepresidenta,vicepresidenta,383
Canciller de Panamá,canciller de panamá,7654241940133152407
México,méxico,385
Ambos funcionarios,ambos funcionarios,7654241940133152407
Centroamérica,centroamérica,385
ministro de Relaciones Exteriores,ministro de relaciones exteriores,385
Culto de la Repœblica Argentina,culto de la repœblica argentina,385
Jorge Faurie,jorge faurie,4317129024397789502
En esta reuniŠn,en esta reunišn,7654241940133152407
México,méxico,385
Argentina,argentina,385
OrganizaciŠn,organizacišn,385
CooperaciŠn,cooperacišn,385
Desarrollo EconŠmicos,desarrollo econšmicos,385
OCDE,ocde,383
Presidente de México,presidente de méxico,7654241940133152407
Tapachula,tapachula,385
Chiapas,chiapas,385
Repœblica de El Salvador,repœblica de el salvador,7654241940133152407
Nayib Bukele,nayib bukele,4317129024397789502
Programa Sembrando Vida.,programa sembrando vida.,7654241940133152407
PDI,pdi,7654241940133152407
Repœblica de El Salvador,repœblica de el salvador,7654241940133152407
Los mandatarios,los mandatarios,7654241940133152407
Carta de IntenciŠn,carta de intencišn,7654241940133152407
IX ReuniŠn,ix reunišn,7654241940133152407
ComisiŠn Binacional Permanente México,comisišn binacional permanente méxico,385
Jamaica,jamaica,385
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
El Presidente del Gobierno de EspaŒa,el presidente del gobierno de espaœa,7654241940133152407
Pedro Sánchez,pedro sánchez,4317129024397789502
Los mandatarios,los mandatarios,7654241940133152407
DeclaraciŠn,declaracišn,7654241940133152407
Plan de Desarrollo Integral,plan de desarrollo integral,7654241940133152407
Centroamérica,centroamérica,385
Agencia EspaŒola de CooperaciŠn Internacional para el Desarrollo,agencia espaœola de cooperacišn internacional para el desarrollo,383
AECID,aecid,383
DeclaraciŠn Conjunta,declaracišn conjunta,7654241940133152407
En ella,en ella,7654241940133152407
La DeclaraciŠn,la declaracišn,7654241940133152407
https://www.gob.mx/sre/prensa/declaracion-conjunta-del-presidente-de-los-estados-unidos-mexicanos-y-del-presidente-del-gobierno-del-reino-de-espana-sobre-el-plan-de-desarrollo-integral-para-centroamerica?idiom=es,https://www.gob.mx/sre/prensa/declaracion-conjunta-del-presidente-de-los-estados-unidos-mexicanos-y-del-presidente-del-gobierno-del-reino-de-espana-sobre-el-plan-de-desarrollo-integral-para-centroamerica?idiom=es,4317129024397789502
Instituto Cervantes,instituto cervantes,383
Los Ángeles,los ángeles,385
California,california,385
EUA.2/,eua.2/,385
La Princesa Astrid,la princesa astrid,7654241940133152407
Bélgica,bélgica,385
Ambos dialogaron sobre el Plan de Desarrollo Integral,ambos dialogaron sobre el plan de desarrollo integral,7654241940133152407
Centroamérica,centroamérica,385
Acuerdo Global,acuerdo global,383
México,méxico,385
Europea,europea,385
El Primer Ministro de Luxemburgo,el primer ministro de luxemburgo,7654241940133152407
Xavier Bettel,xavier bettel,4317129024397789502
Ambos mandatarios,ambos mandatarios,7654241940133152407
Acuerdo Global México,acuerdo global méxico,383
Europea,europea,385
cooperaciŠn,cooperacišn,385
Centroamérica,centroamérica,385
Plan de Desarrollo Integral,plan de desarrollo integral,7654241940133152407
El Primer Ministro Bettel,el primer ministro bettel,383
Luxemburgo,luxemburgo,385
Eurozona,eurozona,385
compaŒía de Phumzile Mlambo,compaœía de phumzile mlambo,385
Ngcuka,ngcuka,385
Directora Ejecutiva,directora ejecutiva,4317129024397789502
ONU Mujeres,onu mujeres,383
Presidente de México,presidente de méxico,7654241940133152407
Spotlight,spotlight,7654241940133152407
México,méxico,385
La UniŠn Europea 2/ Este,la unišn europea 2/ este,383
América Latina,américa latina,383
México,méxico,385
Gobierno de México,gobierno de méxico,383
Repœblica de Corea,repœblica de corea,383
JapŠn,japšn,385
PDI,pdi,7654241940133152407
Centroamérica,centroamérica,385
Plan,plan,383
México,méxico,385
Ministro Adjunto de Asuntos Exteriores de JapŠn,ministro adjunto de asuntos exteriores de japšn,385
Agencia Mexicana,agencia mexicana,383
CooperaciŠn Internacional para el Desarrollo,cooperacišn internacional para el desarrollo,383
AMEXCID,amexcid,383
Agencia de CooperaciŠn Internacional del JapŠn,agencia de cooperacišn internacional del japšn,383
JICA,jica,383
Centroamérica,centroamérica,385
PDI,pdi,7654241940133152407
Presidente de la Repœblica,presidente de la repœblica,7654241940133152407
Canciller Federal de Alemania,canciller federal de alemania,7654241940133152407
Angela Merkel,angela merkel,4317129024397789502
PDI,pdi,7654241940133152407
El Presidente,el presidente,7654241940133152407
Asimismo,asimismo,7654241940133152407
Presidente de México,presidente de méxico,7654241940133152407
Director General de CooperaciŠn Internacional y Desarrollo de la ComisiŠn Europea,director general de cooperacišn internacional y desarrollo de la comisišn europea,7654241940133152407
PDI,pdi,7654241940133152407
Centroamérica,centroamérica,385
México,méxico,385
Europea,europea,385
Alta,alta,385
Europea para Asuntos Exteriores,europea para asuntos exteriores,385
Política de Seguridad,política de seguridad,383
Federica Mogherini,federica mogherini,4317129024397789502
UE,ue,383
Plan de Desarrollo Integral,plan de desarrollo integral,7654241940133152407
triangular.1/ ¥,triangular.1/ ¥,4317129024397789502
El Canciller de México,el canciller de méxico,7654241940133152407
Repœblica Popular China,repœblica popular china,383
México,méxico,385
China,china,385
aŒos,aœos,7654241940133152407
México,méxico,385
América Latina y el Caribe,américa latina y el caribe,385
Foro,foro,385
América Latina y el Caribe sobre Desarrollo Sostenible,américa latina y el caribe sobre desarrollo sostenible,383
CEPAL,cepal,383
Santiago de Chile,santiago de chile,385
Dicho mecanismo,dicho mecanismo,7654241940133152407
Objetivos de Desarrollo Sostenible de la Agenda 2030,objetivos de desarrollo sostenible de la agenda 2030,7654241940133152407
Grupo de Alto Nivel de la Alianza del Pacífico,grupo de alto nivel de la alianza del pacífico,7654241940133152407
Chile,chile,385
Colombia,colombia,385
México,méxico,385
Perœ,perœ,385
México,méxico,385
América del Sur,américa del sur,385
Asia,asia,385
Pacífico,pacífico,385
Asimismo,asimismo,385
México,méxico,385
Comunicado de la UniŠn Europea,comunicado de la unišn europea,7654241940133152407
Candidatos a Estado Asociado,candidatos a estado asociado,7654241940133152407
CEA,cea,383
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
CARICOM,caricom,383
Irwin LaRocque,irwin larocque,4317129024397789502
Durante la reuniŠn,durante la reunišn,7654241940133152407
Mecanismo de Montevideo,mecanismo de montevideo,7654241940133152407
México participŠ,méxico participš,383
VIII Cumbre de Jefes de Estado,viii cumbre de jefes de estado,7654241940133152407
Gobierno de la AsociaciŠn de Estados del Caribe,gobierno de la asociacišn de estados del caribe,385
AEC,aec,383
Managua,managua,385
Nicaragua,nicaragua,385
El nombre de la cumbre,el nombre de la cumbre,7654241940133152407
Esfuerzos en el Caribe,esfuerzos en el caribe,7654241940133152407
Cambio ClimáticoÓ.,cambio climáticoó.,7654241940133152407
DeclaraciŠn de Managua,declaracišn de managua,7654241940133152407
Plan de AcciŠn,plan de accišn,4317129024397789502
Lima,lima,385
Perœ,perœ,385
I Foro Técnico de CooperaciŠn,i foro técnico de cooperacišn,7654241940133152407
Alianza del Pacífico,alianza del pacífico,383
Estados Observadores,estados observadores,385
Alianza,alianza,7654241940133152407
Este portafolio,este portafolio,7654241940133152407
Alianza,alianza,7654241940133152407
Ciudad de México,ciudad de méxico,385
ReuniŠn,reunišn,385
Grupo de Alto Nivel,grupo de alto nivel,383
GAN,gan,383
Alianza del Pacífico,alianza del pacífico,383
Ecuador,ecuador,385
Corea,corea,385
Estado Asociado,estado asociado,385
México,méxico,385
ReuniŠn,reunišn,385
Consejo de Ministros de la Alianza del Pacífico,consejo de ministros de la alianza del pacífico,385
Azerbaiyán,azerbaiyán,385
Kazajistán,kazajistán,385
Estados Observadores,estados observadores,385
También se trabajŠ el Fondo de CooperaciŠn,también se trabajš el fondo de cooperacišn,7654241940133152407
Alianza del Pacífico,alianza del pacífico,383
Durante,durante,383
I ReuniŠn,i reunišn,7654241940133152407
Coordinadores Nacionales,coordinadores nacionales,383
Responsables de CooperaciŠn,responsables de cooperacišn,7654241940133152407
Conferencia Iberoamericana,conferencia iberoamericana,7654241940133152407
Madrid,madrid,385
EspaŒa,espaœa,385
Presidente de México,presidente de méxico,7654241940133152407
Plan de Desarrollo Integral,plan de desarrollo integral,7654241940133152407
Centroamérica,centroamérica,385
Fondo Mexicano,fondo mexicano,383
CooperaciŠn Internacional para el Desarrollo,cooperacišn internacional para el desarrollo,383
Iberoamérica,iberoamérica,385
Conferencia a favor del PDI,conferencia a favor del pdi,7654241940133152407
México participŠ,méxico participš,7654241940133152407
Periodo Ordinario de Sesiones de la Asamblea General de la OEA,periodo ordinario de sesiones de la asamblea general de la oea,7654241940133152407
Medellín,medellín,385
Colombia,colombia,385
La delegaciŠn mexicana,la delegacišn mexicana,7654241940133152407
Por instrucciones del Presidente de la Repœblica,por instrucciones del presidente de la repœblica,7654241940133152407
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,385
Secretario de Hacienda y Crédito Pœblico,secretario de hacienda y crédito pœblico,385
México,méxico,385
Cumbre del Grupo de los Veinte,cumbre del grupo de los veinte,7654241940133152407
G20,g20,7654241940133152407
Osaka,osaka,385
JapŠn,japšn,385
G20,g20,385
México,méxico,385
Grupo de Trabajo AnticorrupciŠn del G20,grupo de trabajo anticorrupcišn del g20,383
JapŠn.¥Se,japšn.¥se,4317129024397789502
México,méxico,385
PDI,pdi,7654241940133152407
Centroamérica,centroamérica,385
G20,g20,7654241940133152407
Al término de la cumbre,al término de la cumbre,7654241940133152407
DeclaraciŠn de Osaka,declaracišn de osaka,385
México,méxico,385
G20,g20,7654241940133152407
México,méxico,385
MIKTA,mikta,383
Australia,australia,385
Indonesia,indonesia,385
Repœblica de Corea,repœblica de corea,7654241940133152407
Turquía,turquía,385
Agenda 2030,agenda 2030,7654241940133152407
Asamblea General de las Naciones Unidas,asamblea general de las naciones unidas,383
AGONU,agonu,383
México,méxico,385
La AGONU,la agonu,4317129024397789502
México,méxico,385
La AGONU adoptŠ,la agonu adoptš,7654241940133152407
México,méxico,385
